,lower_latitude,upper_latitude,mean_latitude,lower_longitude,upper_longitude,mean_longitude,box,crime_score
0,40.498,40.507,40.5025,-74.233,-74.222,-74.22749999999999,"40.498,40.507,-74.233,-74.222",35.2
1,40.498,40.507,40.5025,-74.244,-74.233,-74.2385,"40.498,40.507,-74.244,-74.233",271.9999999999999
2,40.498,40.507,40.5025,-74.256,-74.244,-74.25,"40.498,40.507,-74.256,-74.244",150.69999999999996
3,40.507,40.515,40.510999999999996,-74.2,-74.189,-74.1945,"40.507,40.515,-74.2,-74.189",27.700000000000006
4,40.507,40.515,40.510999999999996,-74.211,-74.2,-74.2055,"40.507,40.515,-74.211,-74.2",51.2
5,40.507,40.515,40.510999999999996,-74.222,-74.211,-74.2165,"40.507,40.515,-74.222,-74.211",16.3
6,40.507,40.515,40.510999999999996,-74.233,-74.222,-74.22749999999999,"40.507,40.515,-74.233,-74.222",148.49999999999997
7,40.507,40.515,40.510999999999996,-74.244,-74.233,-74.2385,"40.507,40.515,-74.244,-74.233",319.7
8,40.507,40.515,40.510999999999996,-74.256,-74.244,-74.25,"40.507,40.515,-74.256,-74.244",602.6000000000013
9,40.515,40.524,40.5195,-74.177,-74.166,-74.17150000000001,"40.515,40.524,-74.177,-74.166",1.1
10,40.515,40.524,40.5195,-74.189,-74.177,-74.18299999999999,"40.515,40.524,-74.189,-74.177",25.1
11,40.515,40.524,40.5195,-74.2,-74.189,-74.1945,"40.515,40.524,-74.2,-74.189",151.19999999999996
12,40.515,40.524,40.5195,-74.211,-74.2,-74.2055,"40.515,40.524,-74.211,-74.2",172.29999999999995
13,40.515,40.524,40.5195,-74.222,-74.211,-74.2165,"40.515,40.524,-74.222,-74.211",242.89999999999992
14,40.515,40.524,40.5195,-74.233,-74.222,-74.22749999999999,"40.515,40.524,-74.233,-74.222",101.30000000000001
15,40.515,40.524,40.5195,-74.244,-74.233,-74.2385,"40.515,40.524,-74.244,-74.233",314.3
16,40.515,40.524,40.5195,-74.256,-74.244,-74.25,"40.515,40.524,-74.256,-74.244",9.1
17,40.524,40.532,40.528,-74.166,-74.155,-74.1605,"40.524,40.532,-74.166,-74.155",164.99999999999994
18,40.524,40.532,40.528,-74.177,-74.166,-74.17150000000001,"40.524,40.532,-74.177,-74.166",92.29999999999997
19,40.524,40.532,40.528,-74.189,-74.177,-74.18299999999999,"40.524,40.532,-74.189,-74.177",92.29999999999998
20,40.524,40.532,40.528,-74.2,-74.189,-74.1945,"40.524,40.532,-74.2,-74.189",193.5999999999999
21,40.524,40.532,40.528,-74.211,-74.2,-74.2055,"40.524,40.532,-74.211,-74.2",360.7
22,40.524,40.532,40.528,-74.222,-74.211,-74.2165,"40.524,40.532,-74.222,-74.211",233.2999999999999
23,40.524,40.532,40.528,-74.233,-74.222,-74.22749999999999,"40.524,40.532,-74.233,-74.222",58.300000000000004
24,40.524,40.532,40.528,-74.244,-74.233,-74.2385,"40.524,40.532,-74.244,-74.233",72.5
25,40.532,40.54,40.536,-74.144,-74.133,-74.1385,"40.532,40.54,-74.144,-74.133",13.1
26,40.532,40.54,40.536,-74.155,-74.144,-74.1495,"40.532,40.54,-74.155,-74.144",410.1000000000003
27,40.532,40.54,40.536,-74.166,-74.155,-74.1605,"40.532,40.54,-74.166,-74.155",235.59999999999988
28,40.532,40.54,40.536,-74.177,-74.166,-74.17150000000001,"40.532,40.54,-74.177,-74.166",177.59999999999994
29,40.532,40.54,40.536,-74.189,-74.177,-74.18299999999999,"40.532,40.54,-74.189,-74.177",149.49999999999994
30,40.532,40.54,40.536,-74.2,-74.189,-74.1945,"40.532,40.54,-74.2,-74.189",269.3
31,40.532,40.54,40.536,-74.211,-74.2,-74.2055,"40.532,40.54,-74.211,-74.2",299.80000000000007
32,40.532,40.54,40.536,-74.222,-74.211,-74.2165,"40.532,40.54,-74.222,-74.211",281.8999999999999
33,40.532,40.54,40.536,-74.233,-74.222,-74.22749999999999,"40.532,40.54,-74.233,-74.222",118.19999999999999
34,40.532,40.54,40.536,-74.244,-74.233,-74.2385,"40.532,40.54,-74.244,-74.233",234.09999999999994
35,40.54,40.548,40.544,-74.144,-74.133,-74.1385,"40.54,40.548,-74.144,-74.133",196.39999999999995
36,40.54,40.548,40.544,-74.155,-74.144,-74.1495,"40.54,40.548,-74.155,-74.144",526.9000000000007
37,40.54,40.548,40.544,-74.166,-74.155,-74.1605,"40.54,40.548,-74.166,-74.155",564.0000000000008
38,40.54,40.548,40.544,-74.177,-74.166,-74.17150000000001,"40.54,40.548,-74.177,-74.166",395.60000000000025
39,40.54,40.548,40.544,-74.189,-74.177,-74.18299999999999,"40.54,40.548,-74.189,-74.177",284.1
40,40.54,40.548,40.544,-74.2,-74.189,-74.1945,"40.54,40.548,-74.2,-74.189",302.20000000000005
41,40.54,40.548,40.544,-74.211,-74.2,-74.2055,"40.54,40.548,-74.211,-74.2",298.0000000000001
42,40.54,40.548,40.544,-74.222,-74.211,-74.2165,"40.54,40.548,-74.222,-74.211",679.4000000000004
43,40.54,40.548,40.544,-74.233,-74.222,-74.22749999999999,"40.54,40.548,-74.233,-74.222",64.5
44,40.54,40.548,40.544,-74.244,-74.233,-74.2385,"40.54,40.548,-74.244,-74.233",24.3
45,40.548,40.557,40.5525,-73.933,-73.922,-73.92750000000001,"40.548,40.557,-73.933,-73.922",49.0
46,40.548,40.557,40.5525,-74.122,-74.111,-74.1165,"40.548,40.557,-74.122,-74.111",29.400000000000006
47,40.548,40.557,40.5525,-74.133,-74.122,-74.1275,"40.548,40.557,-74.133,-74.122",48.20000000000001
48,40.548,40.557,40.5525,-74.144,-74.133,-74.1385,"40.548,40.557,-74.144,-74.133",492.80000000000075
49,40.548,40.557,40.5525,-74.155,-74.144,-74.1495,"40.548,40.557,-74.155,-74.144",532.9000000000004
50,40.548,40.557,40.5525,-74.166,-74.155,-74.1605,"40.548,40.557,-74.166,-74.155",440.40000000000043
51,40.548,40.557,40.5525,-74.177,-74.166,-74.17150000000001,"40.548,40.557,-74.177,-74.166",375.4
52,40.548,40.557,40.5525,-74.189,-74.177,-74.18299999999999,"40.548,40.557,-74.189,-74.177",361.2000000000001
53,40.548,40.557,40.5525,-74.2,-74.189,-74.1945,"40.548,40.557,-74.2,-74.189",486.10000000000014
54,40.548,40.557,40.5525,-74.211,-74.2,-74.2055,"40.548,40.557,-74.211,-74.2",148.79999999999995
55,40.548,40.557,40.5525,-74.222,-74.211,-74.2165,"40.548,40.557,-74.222,-74.211",418.70000000000016
56,40.548,40.557,40.5525,-74.233,-74.222,-74.22749999999999,"40.548,40.557,-74.233,-74.222",78.4
57,40.557,40.565,40.561,-73.9,-73.889,-73.8945,"40.557,40.565,-73.9,-73.889",12.1
58,40.557,40.565,40.561,-73.911,-73.9,-73.9055,"40.557,40.565,-73.911,-73.9",72.2
59,40.557,40.565,40.561,-73.922,-73.911,-73.9165,"40.557,40.565,-73.922,-73.911",301.9
60,40.557,40.565,40.561,-73.933,-73.922,-73.92750000000001,"40.557,40.565,-73.933,-73.922",28.3
61,40.557,40.565,40.561,-74.1,-74.089,-74.0945,"40.557,40.565,-74.1,-74.089",31.5
62,40.557,40.565,40.561,-74.111,-74.1,-74.1055,"40.557,40.565,-74.111,-74.1",471.70000000000067
63,40.557,40.565,40.561,-74.122,-74.111,-74.1165,"40.557,40.565,-74.122,-74.111",463.8000000000007
64,40.557,40.565,40.561,-74.133,-74.122,-74.1275,"40.557,40.565,-74.133,-74.122",447.90000000000043
65,40.557,40.565,40.561,-74.144,-74.133,-74.1385,"40.557,40.565,-74.144,-74.133",302.9000000000003
66,40.557,40.565,40.561,-74.155,-74.144,-74.1495,"40.557,40.565,-74.155,-74.144",355.5000000000001
67,40.557,40.565,40.561,-74.166,-74.155,-74.1605,"40.557,40.565,-74.166,-74.155",418.2000000000003
68,40.557,40.565,40.561,-74.177,-74.166,-74.17150000000001,"40.557,40.565,-74.177,-74.166",344.6
69,40.557,40.565,40.561,-74.189,-74.177,-74.18299999999999,"40.557,40.565,-74.189,-74.177",371.0000000000001
70,40.557,40.565,40.561,-74.2,-74.189,-74.1945,"40.557,40.565,-74.2,-74.189",128.2
71,40.557,40.565,40.561,-74.211,-74.2,-74.2055,"40.557,40.565,-74.211,-74.2",36.1
72,40.557,40.565,40.561,-74.222,-74.211,-74.2165,"40.557,40.565,-74.222,-74.211",10.1
73,40.565,40.573,40.569,-73.856,-73.845,-73.8505,"40.565,40.573,-73.856,-73.845",38.2
74,40.565,40.573,40.569,-73.867,-73.856,-73.8615,"40.565,40.573,-73.867,-73.856",163.09999999999997
75,40.565,40.573,40.569,-73.889,-73.878,-73.8835,"40.565,40.573,-73.889,-73.878",17.0
76,40.565,40.573,40.569,-73.9,-73.889,-73.8945,"40.565,40.573,-73.9,-73.889",28.200000000000003
77,40.565,40.573,40.569,-73.989,-73.978,-73.98349999999999,"40.565,40.573,-73.989,-73.978",21.0
78,40.565,40.573,40.569,-74.0,-73.989,-73.9945,"40.565,40.573,-74.0,-73.989",863.0000000000013
79,40.565,40.573,40.569,-74.011,-74.0,-74.0055,"40.565,40.573,-74.011,-74.0",82.19999999999999
80,40.565,40.573,40.569,-74.089,-74.078,-74.0835,"40.565,40.573,-74.089,-74.078",2.0
81,40.565,40.573,40.569,-74.1,-74.089,-74.0945,"40.565,40.573,-74.1,-74.089",336.60000000000014
82,40.565,40.573,40.569,-74.111,-74.1,-74.1055,"40.565,40.573,-74.111,-74.1",792.7000000000012
83,40.565,40.573,40.569,-74.122,-74.111,-74.1165,"40.565,40.573,-74.122,-74.111",957.8000000000014
84,40.565,40.573,40.569,-74.133,-74.122,-74.1275,"40.565,40.573,-74.133,-74.122",443.00000000000034
85,40.565,40.573,40.569,-74.144,-74.133,-74.1385,"40.565,40.573,-74.144,-74.133",255.4999999999999
86,40.565,40.573,40.569,-74.155,-74.144,-74.1495,"40.565,40.573,-74.155,-74.144",75.4
87,40.565,40.573,40.569,-74.177,-74.166,-74.17150000000001,"40.565,40.573,-74.177,-74.166",87.69999999999999
88,40.565,40.573,40.569,-74.189,-74.177,-74.18299999999999,"40.565,40.573,-74.189,-74.177",42.4
89,40.573,40.582,40.5775,-73.834,-73.823,-73.82849999999999,"40.573,40.582,-73.834,-73.823",521.9000000000005
90,40.573,40.582,40.5775,-73.845,-73.834,-73.8395,"40.573,40.582,-73.845,-73.834",1350.299999999998
91,40.573,40.582,40.5775,-73.856,-73.845,-73.8505,"40.573,40.582,-73.856,-73.845",396.4000000000002
92,40.573,40.582,40.5775,-73.867,-73.856,-73.8615,"40.573,40.582,-73.867,-73.856",161.69999999999996
93,40.573,40.582,40.5775,-73.889,-73.878,-73.8835,"40.573,40.582,-73.889,-73.878",6.0
94,40.573,40.582,40.5775,-73.945,-73.933,-73.939,"40.573,40.582,-73.945,-73.933",358.2
95,40.573,40.582,40.5775,-73.956,-73.945,-73.9505,"40.573,40.582,-73.956,-73.945",834.3000000000008
96,40.573,40.582,40.5775,-73.967,-73.956,-73.9615,"40.573,40.582,-73.967,-73.956",3791.3999999999855
97,40.573,40.582,40.5775,-73.978,-73.967,-73.9725,"40.573,40.582,-73.978,-73.967",4128.899999999984
98,40.573,40.582,40.5775,-73.989,-73.978,-73.98349999999999,"40.573,40.582,-73.989,-73.978",4489.299999999994
99,40.573,40.582,40.5775,-74.0,-73.989,-73.9945,"40.573,40.582,-74.0,-73.989",5302.400000000007
100,40.573,40.582,40.5775,-74.011,-74.0,-74.0055,"40.573,40.582,-74.011,-74.0",2069.999999999993
101,40.573,40.582,40.5775,-74.022,-74.011,-74.01650000000001,"40.573,40.582,-74.022,-74.011",35.6
102,40.573,40.582,40.5775,-74.078,-74.067,-74.07249999999999,"40.573,40.582,-74.078,-74.067",9.0
103,40.573,40.582,40.5775,-74.089,-74.078,-74.0835,"40.573,40.582,-74.089,-74.078",262.09999999999985
104,40.573,40.582,40.5775,-74.1,-74.089,-74.0945,"40.573,40.582,-74.1,-74.089",649.1000000000009
105,40.573,40.582,40.5775,-74.111,-74.1,-74.1055,"40.573,40.582,-74.111,-74.1",785.8000000000014
106,40.573,40.582,40.5775,-74.122,-74.111,-74.1165,"40.573,40.582,-74.122,-74.111",484.40000000000026
107,40.573,40.582,40.5775,-74.133,-74.122,-74.1275,"40.573,40.582,-74.133,-74.122",310.70000000000005
108,40.573,40.582,40.5775,-74.144,-74.133,-74.1385,"40.573,40.582,-74.144,-74.133",29.700000000000006
109,40.573,40.582,40.5775,-74.155,-74.144,-74.1495,"40.573,40.582,-74.155,-74.144",49.300000000000004
110,40.573,40.582,40.5775,-74.166,-74.155,-74.1605,"40.573,40.582,-74.166,-74.155",309.2999999999999
111,40.573,40.582,40.5775,-74.177,-74.166,-74.17150000000001,"40.573,40.582,-74.177,-74.166",913.4000000000004
112,40.573,40.582,40.5775,-74.2,-74.189,-74.1945,"40.573,40.582,-74.2,-74.189",18.0
113,40.582,40.59,40.586,-73.789,-73.778,-73.7835,"40.582,40.59,-73.789,-73.778",748.9000000000007
114,40.582,40.59,40.586,-73.8,-73.789,-73.7945,"40.582,40.59,-73.8,-73.789",224.79999999999998
115,40.582,40.59,40.586,-73.811,-73.8,-73.8055,"40.582,40.59,-73.811,-73.8",1419.7999999999986
116,40.582,40.59,40.586,-73.823,-73.811,-73.81700000000001,"40.582,40.59,-73.823,-73.811",2981.799999999988
117,40.582,40.59,40.586,-73.834,-73.823,-73.82849999999999,"40.582,40.59,-73.834,-73.823",495.1000000000001
118,40.582,40.59,40.586,-73.845,-73.834,-73.8395,"40.582,40.59,-73.845,-73.834",134.49999999999997
119,40.582,40.59,40.586,-73.856,-73.845,-73.8505,"40.582,40.59,-73.856,-73.845",2.0
120,40.582,40.59,40.586,-73.9,-73.889,-73.8945,"40.582,40.59,-73.9,-73.889",51.2
121,40.582,40.59,40.586,-73.922,-73.911,-73.9165,"40.582,40.59,-73.922,-73.911",196.79999999999998
122,40.582,40.59,40.586,-73.933,-73.922,-73.92750000000001,"40.582,40.59,-73.933,-73.922",912.2000000000007
123,40.582,40.59,40.586,-73.945,-73.933,-73.939,"40.582,40.59,-73.945,-73.933",1288.4
124,40.582,40.59,40.586,-73.956,-73.945,-73.9505,"40.582,40.59,-73.956,-73.945",2190.699999999996
125,40.582,40.59,40.586,-73.967,-73.956,-73.9615,"40.582,40.59,-73.967,-73.956",2647.099999999992
126,40.582,40.59,40.586,-73.978,-73.967,-73.9725,"40.582,40.59,-73.978,-73.967",1502.999999999998
127,40.582,40.59,40.586,-73.989,-73.978,-73.98349999999999,"40.582,40.59,-73.989,-73.978",1614.5999999999976
128,40.582,40.59,40.586,-74.0,-73.989,-73.9945,"40.582,40.59,-74.0,-73.989",495.80000000000007
129,40.582,40.59,40.586,-74.078,-74.067,-74.07249999999999,"40.582,40.59,-74.078,-74.067",91.69999999999999
130,40.582,40.59,40.586,-74.089,-74.078,-74.0835,"40.582,40.59,-74.089,-74.078",307.3
131,40.582,40.59,40.586,-74.1,-74.089,-74.0945,"40.582,40.59,-74.1,-74.089",639.0000000000009
132,40.582,40.59,40.586,-74.111,-74.1,-74.1055,"40.582,40.59,-74.111,-74.1",710.7000000000012
133,40.582,40.59,40.586,-74.122,-74.111,-74.1165,"40.582,40.59,-74.122,-74.111",7.0
134,40.582,40.59,40.586,-74.133,-74.122,-74.1275,"40.582,40.59,-74.133,-74.122",8.0
135,40.582,40.59,40.586,-74.144,-74.133,-74.1385,"40.582,40.59,-74.144,-74.133",5.0
136,40.582,40.59,40.586,-74.155,-74.144,-74.1495,"40.582,40.59,-74.155,-74.144",400.9000000000002
137,40.582,40.59,40.586,-74.166,-74.155,-74.1605,"40.582,40.59,-74.166,-74.155",1346.9000000000003
138,40.582,40.59,40.586,-74.177,-74.166,-74.17150000000001,"40.582,40.59,-74.177,-74.166",1206.6000000000004
139,40.582,40.59,40.586,-74.189,-74.177,-74.18299999999999,"40.582,40.59,-74.189,-74.177",17.200000000000003
140,40.582,40.59,40.586,-74.2,-74.189,-74.1945,"40.582,40.59,-74.2,-74.189",310.2
141,40.582,40.59,40.586,-74.211,-74.2,-74.2055,"40.582,40.59,-74.211,-74.2",1.0
142,40.59,40.598,40.594,-73.745,-73.734,-73.73949999999999,"40.59,40.598,-73.745,-73.734",578.4000000000007
143,40.59,40.598,40.594,-73.756,-73.745,-73.7505,"40.59,40.598,-73.756,-73.745",1335.8999999999985
144,40.59,40.598,40.594,-73.767,-73.756,-73.7615,"40.59,40.598,-73.767,-73.756",2477.2999999999915
145,40.59,40.598,40.594,-73.778,-73.767,-73.77250000000001,"40.59,40.598,-73.778,-73.767",1711.999999999997
146,40.59,40.598,40.594,-73.789,-73.778,-73.7835,"40.59,40.598,-73.789,-73.778",2749.099999999989
147,40.59,40.598,40.594,-73.8,-73.789,-73.7945,"40.59,40.598,-73.8,-73.789",2473.0999999999926
148,40.59,40.598,40.594,-73.811,-73.8,-73.8055,"40.59,40.598,-73.811,-73.8",841.2000000000006
149,40.59,40.598,40.594,-73.823,-73.811,-73.81700000000001,"40.59,40.598,-73.823,-73.811",30.3
150,40.59,40.598,40.594,-73.911,-73.9,-73.9055,"40.59,40.598,-73.911,-73.9",106.1
151,40.59,40.598,40.594,-73.922,-73.911,-73.9165,"40.59,40.598,-73.922,-73.911",0.1
152,40.59,40.598,40.594,-73.933,-73.922,-73.92750000000001,"40.59,40.598,-73.933,-73.922",567.7000000000005
153,40.59,40.598,40.594,-73.945,-73.933,-73.939,"40.59,40.598,-73.945,-73.933",3704.8999999999837
154,40.59,40.598,40.594,-73.956,-73.945,-73.9505,"40.59,40.598,-73.956,-73.945",2169.8999999999974
155,40.59,40.598,40.594,-73.967,-73.956,-73.9615,"40.59,40.598,-73.967,-73.956",2358.0999999999954
156,40.59,40.598,40.594,-73.978,-73.967,-73.9725,"40.59,40.598,-73.978,-73.967",2200.699999999996
157,40.59,40.598,40.594,-73.989,-73.978,-73.98349999999999,"40.59,40.598,-73.989,-73.978",3227.29999999999
158,40.59,40.598,40.594,-74.0,-73.989,-73.9945,"40.59,40.598,-74.0,-73.989",1665.2999999999965
159,40.59,40.598,40.594,-74.011,-74.0,-74.0055,"40.59,40.598,-74.011,-74.0",757.9000000000004
160,40.59,40.598,40.594,-74.067,-74.055,-74.061,"40.59,40.598,-74.067,-74.055",369.8999999999999
161,40.59,40.598,40.594,-74.078,-74.067,-74.07249999999999,"40.59,40.598,-74.078,-74.067",884.8000000000019
162,40.59,40.598,40.594,-74.089,-74.078,-74.0835,"40.59,40.598,-74.089,-74.078",1081.9000000000015
163,40.59,40.598,40.594,-74.1,-74.089,-74.0945,"40.59,40.598,-74.1,-74.089",491.8000000000005
164,40.59,40.598,40.594,-74.111,-74.1,-74.1055,"40.59,40.598,-74.111,-74.1",185.39999999999995
165,40.59,40.598,40.594,-74.122,-74.111,-74.1165,"40.59,40.598,-74.122,-74.111",15.0
166,40.59,40.598,40.594,-74.133,-74.122,-74.1275,"40.59,40.598,-74.133,-74.122",120.79999999999991
167,40.59,40.598,40.594,-74.144,-74.133,-74.1385,"40.59,40.598,-74.144,-74.133",121.09999999999997
168,40.59,40.598,40.594,-74.155,-74.144,-74.1495,"40.59,40.598,-74.155,-74.144",114.79999999999998
169,40.59,40.598,40.594,-74.166,-74.155,-74.1605,"40.59,40.598,-74.166,-74.155",542.1000000000004
170,40.59,40.598,40.594,-74.177,-74.166,-74.17150000000001,"40.59,40.598,-74.177,-74.166",58.50000000000001
171,40.59,40.598,40.594,-74.189,-74.177,-74.18299999999999,"40.59,40.598,-74.189,-74.177",151.6999999999999
172,40.59,40.598,40.594,-74.2,-74.189,-74.1945,"40.59,40.598,-74.2,-74.189",112.59999999999998
173,40.598,40.606,40.602000000000004,-73.745,-73.734,-73.73949999999999,"40.598,40.606,-73.745,-73.734",349.9
174,40.598,40.606,40.602000000000004,-73.756,-73.745,-73.7505,"40.598,40.606,-73.756,-73.745",4584.699999999993
175,40.598,40.606,40.602000000000004,-73.767,-73.756,-73.7615,"40.598,40.606,-73.767,-73.756",3038.6999999999857
176,40.598,40.606,40.602000000000004,-73.778,-73.767,-73.77250000000001,"40.598,40.606,-73.778,-73.767",195.2999999999999
177,40.598,40.606,40.602000000000004,-73.8,-73.789,-73.7945,"40.598,40.606,-73.8,-73.789",108.4
178,40.598,40.606,40.602000000000004,-73.811,-73.8,-73.8055,"40.598,40.606,-73.811,-73.8",1.0
179,40.598,40.606,40.602000000000004,-73.823,-73.811,-73.81700000000001,"40.598,40.606,-73.823,-73.811",195.79999999999995
180,40.598,40.606,40.602000000000004,-73.911,-73.9,-73.9055,"40.598,40.606,-73.911,-73.9",25.0
181,40.598,40.606,40.602000000000004,-73.922,-73.911,-73.9165,"40.598,40.606,-73.922,-73.911",172.70000000000002
182,40.598,40.606,40.602000000000004,-73.933,-73.922,-73.92750000000001,"40.598,40.606,-73.933,-73.922",245.09999999999997
183,40.598,40.606,40.602000000000004,-73.945,-73.933,-73.939,"40.598,40.606,-73.945,-73.933",1902.3999999999974
184,40.598,40.606,40.602000000000004,-73.956,-73.945,-73.9505,"40.598,40.606,-73.956,-73.945",2159.299999999996
185,40.598,40.606,40.602000000000004,-73.967,-73.956,-73.9615,"40.598,40.606,-73.967,-73.956",1954.6999999999966
186,40.598,40.606,40.602000000000004,-73.978,-73.967,-73.9725,"40.598,40.606,-73.978,-73.967",1987.399999999997
187,40.598,40.606,40.602000000000004,-73.989,-73.978,-73.98349999999999,"40.598,40.606,-73.989,-73.978",2077.2999999999925
188,40.598,40.606,40.602000000000004,-74.0,-73.989,-73.9945,"40.598,40.606,-74.0,-73.989",3740.0999999999826
189,40.598,40.606,40.602000000000004,-74.011,-74.0,-74.0055,"40.598,40.606,-74.011,-74.0",2280.2999999999915
190,40.598,40.606,40.602000000000004,-74.022,-74.011,-74.01650000000001,"40.598,40.606,-74.022,-74.011",403.20000000000005
191,40.598,40.606,40.602000000000004,-74.067,-74.055,-74.061,"40.598,40.606,-74.067,-74.055",390.79999999999995
192,40.598,40.606,40.602000000000004,-74.078,-74.067,-74.07249999999999,"40.598,40.606,-74.078,-74.067",422.3000000000002
193,40.598,40.606,40.602000000000004,-74.089,-74.078,-74.0835,"40.598,40.606,-74.089,-74.078",605.2000000000004
194,40.598,40.606,40.602000000000004,-74.1,-74.089,-74.0945,"40.598,40.606,-74.1,-74.089",339.4000000000001
195,40.598,40.606,40.602000000000004,-74.111,-74.1,-74.1055,"40.598,40.606,-74.111,-74.1",102.39999999999999
196,40.598,40.606,40.602000000000004,-74.122,-74.111,-74.1165,"40.598,40.606,-74.122,-74.111",263.6999999999999
197,40.598,40.606,40.602000000000004,-74.133,-74.122,-74.1275,"40.598,40.606,-74.133,-74.122",558.8000000000009
198,40.598,40.606,40.602000000000004,-74.144,-74.133,-74.1385,"40.598,40.606,-74.144,-74.133",303.79999999999995
199,40.598,40.606,40.602000000000004,-74.155,-74.144,-74.1495,"40.598,40.606,-74.155,-74.144",11.1
200,40.598,40.606,40.602000000000004,-74.166,-74.155,-74.1605,"40.598,40.606,-74.166,-74.155",230.8999999999998
201,40.598,40.606,40.602000000000004,-74.177,-74.166,-74.17150000000001,"40.598,40.606,-74.177,-74.166",213.49999999999994
202,40.598,40.606,40.602000000000004,-74.189,-74.177,-74.18299999999999,"40.598,40.606,-74.189,-74.177",81.5
203,40.598,40.606,40.602000000000004,-74.2,-74.189,-74.1945,"40.598,40.606,-74.2,-74.189",184.2
204,40.606,40.615,40.6105,-73.745,-73.734,-73.73949999999999,"40.606,40.615,-73.745,-73.734",28.1
205,40.606,40.615,40.6105,-73.756,-73.745,-73.7505,"40.606,40.615,-73.756,-73.745",2165.7999999999915
206,40.606,40.615,40.6105,-73.767,-73.756,-73.7615,"40.606,40.615,-73.767,-73.756",1159.300000000001
207,40.606,40.615,40.6105,-73.778,-73.767,-73.77250000000001,"40.606,40.615,-73.778,-73.767",159.29999999999998
208,40.606,40.615,40.6105,-73.823,-73.811,-73.81700000000001,"40.606,40.615,-73.823,-73.811",176.99999999999994
209,40.606,40.615,40.6105,-73.9,-73.889,-73.8945,"40.606,40.615,-73.9,-73.889",7.2
210,40.606,40.615,40.6105,-73.911,-73.9,-73.9055,"40.606,40.615,-73.911,-73.9",305.7
211,40.606,40.615,40.6105,-73.922,-73.911,-73.9165,"40.606,40.615,-73.922,-73.911",2786.0999999999963
212,40.606,40.615,40.6105,-73.933,-73.922,-73.92750000000001,"40.606,40.615,-73.933,-73.922",1498.4999999999993
213,40.606,40.615,40.6105,-73.945,-73.933,-73.939,"40.606,40.615,-73.945,-73.933",797.1000000000005
214,40.606,40.615,40.6105,-73.956,-73.945,-73.9505,"40.606,40.615,-73.956,-73.945",1882.9999999999964
215,40.606,40.615,40.6105,-73.967,-73.956,-73.9615,"40.606,40.615,-73.967,-73.956",3178.099999999993
216,40.606,40.615,40.6105,-73.978,-73.967,-73.9725,"40.606,40.615,-73.978,-73.967",2128.4999999999955
217,40.606,40.615,40.6105,-73.989,-73.978,-73.98349999999999,"40.606,40.615,-73.989,-73.978",3124.3999999999855
218,40.606,40.615,40.6105,-74.0,-73.989,-73.9945,"40.606,40.615,-74.0,-73.989",2215.2999999999925
219,40.606,40.615,40.6105,-74.011,-74.0,-74.0055,"40.606,40.615,-74.011,-74.0",2246.2999999999915
220,40.606,40.615,40.6105,-74.022,-74.011,-74.01650000000001,"40.606,40.615,-74.022,-74.011",531.3000000000004
221,40.606,40.615,40.6105,-74.033,-74.022,-74.0275,"40.606,40.615,-74.033,-74.022",301.0999999999999
222,40.606,40.615,40.6105,-74.044,-74.033,-74.0385,"40.606,40.615,-74.044,-74.033",436.60000000000014
223,40.606,40.615,40.6105,-74.067,-74.055,-74.061,"40.606,40.615,-74.067,-74.055",374.70000000000016
224,40.606,40.615,40.6105,-74.078,-74.067,-74.07249999999999,"40.606,40.615,-74.078,-74.067",747.2000000000007
225,40.606,40.615,40.6105,-74.089,-74.078,-74.0835,"40.606,40.615,-74.089,-74.078",1583.499999999995
226,40.606,40.615,40.6105,-74.1,-74.089,-74.0945,"40.606,40.615,-74.1,-74.089",379.2000000000003
227,40.606,40.615,40.6105,-74.111,-74.1,-74.1055,"40.606,40.615,-74.111,-74.1",285.2999999999999
228,40.606,40.615,40.6105,-74.122,-74.111,-74.1165,"40.606,40.615,-74.122,-74.111",823.9000000000013
229,40.606,40.615,40.6105,-74.133,-74.122,-74.1275,"40.606,40.615,-74.133,-74.122",597.0000000000009
230,40.606,40.615,40.6105,-74.144,-74.133,-74.1385,"40.606,40.615,-74.144,-74.133",303.3000000000001
231,40.606,40.615,40.6105,-74.155,-74.144,-74.1495,"40.606,40.615,-74.155,-74.144",502.60000000000036
232,40.606,40.615,40.6105,-74.166,-74.155,-74.1605,"40.606,40.615,-74.166,-74.155",768.6000000000015
233,40.606,40.615,40.6105,-74.177,-74.166,-74.17150000000001,"40.606,40.615,-74.177,-74.166",378.5
234,40.606,40.615,40.6105,-74.189,-74.177,-74.18299999999999,"40.606,40.615,-74.189,-74.177",42.1
235,40.606,40.615,40.6105,-74.2,-74.189,-74.1945,"40.606,40.615,-74.2,-74.189",11.1
236,40.615,40.623,40.619,-73.823,-73.811,-73.81700000000001,"40.615,40.623,-73.823,-73.811",7.0
237,40.615,40.623,40.619,-73.9,-73.889,-73.8945,"40.615,40.623,-73.9,-73.889",27.0
238,40.615,40.623,40.619,-73.911,-73.9,-73.9055,"40.615,40.623,-73.911,-73.9",645.7000000000004
239,40.615,40.623,40.619,-73.922,-73.911,-73.9165,"40.615,40.623,-73.922,-73.911",1711.6999999999975
240,40.615,40.623,40.619,-73.933,-73.922,-73.92750000000001,"40.615,40.623,-73.933,-73.922",1861.1999999999966
